emp_id,first_name,last_name,department,salary,hire_date,active
E10089,Ines,Moreau,People,9211.46,2020-02-15,False
E10090,Fatima,Sato,Support,5281.62,2025-07-06,True
E10091,Jonas,Larsen,Marketing,12534.07,2019-06-07,False
E10092,Priya,Moreau,Support,6985.19,2024-07-11,True
E10093,Viktor,Larsen,Sales,10961.04,2025-05-17,True
E10094,Kofi,Silva,Legal,7278.88,2021-02-15,True
E10095,Fatima,Okafor,Legal,11253.04,2022-01-26,True
E10096,Chen,Costa,People,14623.85,2025-01-08,True
E10097,Fatima,Moreau,Engineering,14229.32,2021-03-24,True
E10098,Uma,Okafor,Finance,12186.89,2025-02-08,True
E10099,Lena,Rossi,Marketing,8927.49,2018-11-14,True
E10100,Chen,Mensah,Support,7129.09,2019-02-08,True
E10101,Uma,Mensah,People,5724.48,2018-01-11,True
E10102,Tomasz,Silva,Support,2525.67,2021-08-14,True
E10103,Aarav,Novak,People,13502.61,2022-01-21,True
E10104,Priya,Larsen,Support,8474.46,2022-04-23,True
E10105,Omar,Novak,Finance,12376.33,2024-06-24,True
E10106,Sara,Novak,Marketing,11975.95,2019-04-07,True
E10107,Lena,Schmidt,People,9977.56,2021-05-08,True
E10108,Fatima,Costa,Finance,4882.14,2018-10-20,True
E10109,Amara,Haddad,Legal,7918.91,2018-12-23,False
E10110,Hugo,Petrov,Support,4530.12,2019-02-17,True
E10111,Omar,Larsen,Operations,7826.44,2018-05-04,True
E10112,Nadia,Nakamura,Engineering,9349.28,2022-02-25,True
E10113,Priya,Kowalski,Finance,11198.44,2023-05-07,True
E10114,Mateo,Larsen,People,2538.52,2025-04-14,True
E10115,Omar,Okafor,People,2952.9,2024-01-02,True
E10116,Mateo,Larsen,Marketing,6447.68,2019-10-20,True
E10117,Lena,Nair,Engineering,2461.21,2023-05-08,True
E10118,Kofi,Nakamura,People,3852.63,2025-07-16,True
E10119,Fatima,Silva,Operations,13199.74,2022-12-15,True
E10120,Ines,Costa,Sales,5322.96,2019-09-03,True
E10121,Uma,Petrov,Sales,14726.68,2025-09-04,False
E10122,Chen,Novak,Engineering,7552.2,2022-10-23,False
E10123,Fatima,Nakamura,People,10108.55,2020-04-22,True
E10124,Lena,Mensah,Marketing,9423.12,2026-02-12,True
E10125,Rafael,Silva,Sales,5297.72,2022-04-05,True
E10126,Chen,Costa,Marketing,14883.12,2021-06-17,True
E10127,Rafael,Okafor,Engineering,2207.63,2019-11-27,True
E10128,Amara,Mensah,Support,3679.55,2025-06-07,True
E10129,Nadia,Moreau,Sales,7912.13,2021-02-09,True
E10130,Zofia,Larsen,Support,2630.54,2018-02-11,True
E10131,Amara,Novak,Finance,12655.63,2021-05-14,True
E10132,Lena,Kowalski,Support,2553.72,2020-10-16,True
E10133,Elena,Costa,Sales,10350.7,2019-07-03,True
E10134,Kofi,Nakamura,Marketing,10718.01,2024-12-14,False
E10135,Viktor,Larsen,Legal,7492.99,2022-12-28,True
E10136,Ines,Costa,Legal,4763.05,2023-11-01,True
E10137,Elena,Kowalski,Legal,9563.12,2020-07-12,True
E10138,Aarav,Okafor,Sales,10369.75,2020-03-13,True
E10139,Tomasz,Haddad,Sales,6614.13,2023-12-06,True
E10140,Omar,Dubois,Support,6019.72,2019-02-27,False
E10141,Amara,Costa,Engineering,13751.15,2025-06-20,True
E10142,Jonas,Costa,Support,12788.48,2020-11-06,True
E10143,Tomasz,Haddad,Legal,6758.63,2018-07-05,True
E10144,Uma,Okafor,Operations,3660.49,2021-01-20,True
E10145,Priya,Mensah,Support,7612.24,2022-11-22,True
E10146,Hugo,Nair,Finance,10090.38,2026-08-16,True
E10147,Rafael,Haddad,People,7286.39,2025-10-03,True
E10148,Chen,Ibrahim,Finance,2671.56,2024-06-05,True
E10149,Tomasz,Kowalski,Finance,11798.92,2023-12-13,True
E10150,Chen,Schmidt,Support,3838.65,2020-01-16,True
E10151,Jonas,Kowalski,Operations,9982.0,2020-11-09,True
E10152,Fatima,Tanaka,People,4822.79,2022-08-09,True
E10153,Nadia,Okafor,Support,4486.3,2021-06-06,True
E10154,Mateo,Costa,Sales,12312.95,2022-11-09,True
E10155,Nadia,Ibrahim,Engineering,5383.57,2026-01-18,True
E10156,Nadia,Tanaka,Legal,14858.09,2024-12-19,True
E10157,Rafael,Silva,Sales,10045.24,2023-02-02,True
E10158,Lena,Petrov,Finance,11735.55,2026-05-08,True
E10159,Tomasz,Larsen,Finance,3843.86,2024-07-08,True
E10160,Amara,Nair,Operations,6046.97,2018-01-17,True
E10161,Viktor,Mensah,Sales,4769.69,2021-07-20,True
E10162,Aarav,Silva,Sales,7934.45,2020-03-03,True
E10163,Kofi,Nair,Finance,10424.67,2022-07-18,False
E10164,Tomasz,Dubois,Support,4268.22,2025-10-01,True
E10165,Omar,Haddad,Support,4192.75,2026-01-25,True
E10166,Fatima,Nakamura,Support,8799.25,2026-04-21,True
E10167,Hugo,Moreau,Marketing,2968.13,2024-10-21,True
E10168,Uma,Nair,Legal,12984.07,2025-12-24,False
E10169,Rafael,Haddad,Support,14936.51,2019-12-09,True
E10170,Mateo,Tanaka,Finance,5562.62,2018-02-18,True
E10171,Lena,Novak,Engineering,13440.98,2026-05-01,True
E10172,Ines,Haddad,Operations,4612.55,2021-12-13,True
E10173,Uma,Dubois,People,12923.5,2021-07-23,True
E10174,Jonas,Mensah,Support,7173.75,2018-07-19,True
E10175,Amara,Nair,Engineering,3518.68,2020-03-06,True
E10176,Aarav,Nair,Finance,3925.7,2020-12-21,True
E10177,Amara,Kowalski,Operations,4707.18,2019-12-27,True
E10178,Omar,Schmidt,Support,4789.43,2019-12-04,True
E10179,Lena,Dubois,Engineering,3851.95,2019-11-26,True
E10180,Mateo,Petrov,Legal,5500.68,2021-05-12,True
E10181,Nadia,Petrov,People,13073.17,2022-01-20,True
E10182,Priya,Moreau,Engineering,6599.21,2024-01-23,True
E10183,Chen,Mensah,Sales,7744.62,2021-12-17,True
E10184,Nadia,Dubois,Engineering,8455.74,2018-01-26,True
E10185,Nadia,Moreau,Marketing,9565.83,2025-10-06,True
E10186,Jonas,Dubois,Sales,3560.32,2021-12-21,True
E10187,Uma,Schmidt,Operations,6712.57,2025-12-13,False
E10188,Aarav,Larsen,Support,6039.3,2019-07-14,False
E10189,Omar,Silva,People,3777.88,2026-03-20,True
E10190,Viktor,Petrov,Sales,13286.42,2018-06-15,True
E10191,Rafael,Ibrahim,Marketing,9580.75,2023-03-05,True
E10192,Ines,Tanaka,Marketing,11833.25,2021-09-27,True
E10193,Fatima,Silva,Operations,9885.14,2020-12-12,True
E10194,Kofi,Schmidt,Sales,14497.41,2023-04-04,True
E10195,Lena,Mensah,Legal,5663.12,2020-03-04,True
E10196,Ines,Costa,People,2585.34,2019-05-13,False
E10197,Jonas,Moreau,Marketing,8093.87,2024-12-05,True
E10198,Jonas,Nakamura,Legal,13004.1,2024-01-22,True
E10199,Hugo,Schmidt,People,7699.35,2021-11-09,True
E10200,Jonas,Costa,Sales,5358.28,2019-07-14,True
E10201,Priya,Moreau,Sales,13626.36,2018-10-11,True
E10202,Elena,Okafor,Marketing,9121.31,2024-08-06,True
E10203,Nadia,Schmidt,People,9091.48,2021-09-23,True
E10204,Nadia,Moreau,Operations,7414.77,2018-11-15,True
E10205,Tomasz,Schmidt,Operations,10330.01,2020-07-09,True
E10206,Aarav,Kowalski,Legal,13895.04,2024-01-21,True
E10207,Kofi,Schmidt,Support,6043.85,2023-10-13,False
E10208,Omar,Ibrahim,Support,4260.96,2026-04-25,True
E10209,Uma,Silva,Sales,6680.68,2021-08-21,True
E10210,Lena,Sato,Sales,12155.43,2024-08-16,True
E10211,Omar,Tanaka,Legal,10859.24,2021-05-16,True
E10212,Jonas,Mensah,Operations,8302.63,2022-06-14,True
E10213,Nadia,Rossi,Marketing,13112.54,2019-11-02,True
E10214,Tomasz,Larsen,Finance,10583.2,2023-03-07,False
E10215,Zofia,Schmidt,Sales,13109.05,2022-05-06,True
E10216,Ines,Costa,Sales,9970.06,2023-03-23,True
E10217,Uma,Mensah,Support,8493.94,2019-11-07,True
E10218,Elena,Sato,Engineering,5543.46,2025-11-08,True
E10219,Uma,Okafor,People,8142.82,2025-08-05,True
E10220,Hugo,Sato,Finance,4207.39,2021-08-11,True
E10221,Lena,Ibrahim,Operations,7613.2,2025-11-22,True
E10222,Aarav,Nair,Finance,10907.6,2023-11-11,True
E10223,Sara,Dubois,Sales,2584.9,2019-09-23,True
E10224,Elena,Larsen,Operations,8238.27,2020-06-17,True
E10225,Priya,Petrov,Legal,5377.67,2021-05-02,True
E10226,Sara,Costa,Operations,8613.1,2022-06-09,False
E10227,Sara,Schmidt,Operations,4617.32,2023-04-23,True
E10228,Omar,Sato,Legal,9147.5,2019-01-02,True
E10229,Amara,Novak,People,9959.44,2019-01-22,True
E10230,Zofia,Costa,Sales,10192.03,2026-09-23,True
E10231,Amara,Ibrahim,Sales,3450.47,2019-04-06,False
E10232,Aarav,Larsen,Sales,12241.31,2024-02-18,True
E10233,Priya,Okafor,Operations,2411.63,2022-03-19,True
E10234,Viktor,Moreau,Finance,12731.62,2018-08-25,True
E10235,Chen,Nair,Legal,9769.26,2024-08-22,False
E10236,Uma,Schmidt,Engineering,10419.01,2025-07-07,False
E10237,Aarav,Nair,Engineering,14808.7,2018-07-28,True
E10238,Sara,Nair,Marketing,11379.27,2019-03-08,True
E10239,Nadia,Rossi,Engineering,5911.03,2020-01-18,True
E10240,Kofi,Okafor,Finance,2296.27,2025-11-01,False
E10241,Lena,Mensah,Sales,14437.28,2019-07-27,True
E10242,Nadia,Ibrahim,People,10834.36,2018-06-05,False
E10243,Hugo,Nakamura,People,7099.01,2019-06-26,True
E10244,Mateo,Mensah,Marketing,2927.98,2022-10-21,True
E10245,Aarav,Rossi,Marketing,9651.29,2023-10-08,True
E10246,Jonas,Ibrahim,Marketing,10984.15,2024-10-11,True
E10247,Viktor,Okafor,Marketing,12840.35,2024-03-26,False
E10248,Uma,Dubois,Operations,9008.37,2020-05-18,True
E10249,Jonas,Mensah,Finance,10844.4,2024-04-15,True
E10250,Aarav,Costa,People,9085.41,2022-10-18,True
E10251,Omar,Moreau,Marketing,13505.76,2019-04-17,True
E10252,Ines,Novak,Support,3332.78,2026-04-26,True
E10253,Viktor,Larsen,Legal,12152.76,2023-10-28,True
E10254,Nadia,Schmidt,Operations,10268.09,2018-08-26,True
E10255,Aarav,Larsen,Marketing,8814.63,2023-10-01,True
E10256,Sara,Novak,Marketing,14024.11,2021-10-09,True
E10257,Zofia,Rossi,Marketing,12975.27,2025-10-11,True
E10258,Chen,Nair,Finance,2596.61,2020-07-12,False
E10259,Chen,Costa,Engineering,11212.81,2025-08-03,True
E10260,Chen,Moreau,Legal,4493.66,2021-11-28,True
E10261,Jonas,Haddad,Finance,14232.19,2021-12-12,True
E10262,Amara,Tanaka,People,2865.5,2026-01-05,True
E10263,Lena,Ibrahim,Engineering,8189.41,2018-04-12,True
E10264,Sara,Costa,Sales,7812.97,2019-06-26,True
E10265,Ines,Okafor,Sales,14052.12,2018-08-08,True
E10266,Fatima,Ibrahim,Engineering,14029.81,2023-12-13,True
E10267,Mateo,Petrov,Support,8276.82,2019-08-21,True
E10268,Amara,Haddad,People,9249.79,2023-04-05,True
E10269,Priya,Nakamura,Support,4147.46,2020-05-09,True
E10270,Hugo,Tanaka,People,3551.52,2022-06-15,False
E10271,Tomasz,Okafor,Support,9334.06,2019-03-27,True
E10272,Nadia,Nakamura,Marketing,14955.44,2022-04-08,True
E10273,Hugo,Okafor,Marketing,4002.03,2022-07-21,True
E10274,Tomasz,Rossi,People,2174.67,2026-06-27,False
E10275,Nadia,Nakamura,Finance,13850.72,2022-03-07,True
E10276,Hugo,Moreau,Support,11280.06,2020-03-07,True
E10277,Sara,Tanaka,Sales,4793.39,2019-10-20,True
E10278,Lena,Novak,Finance,2992.87,2021-10-24,True
E10279,Nadia,Petrov,Marketing,12951.68,2018-09-28,False
E10280,Priya,Dubois,Sales,13337.94,2019-01-09,True
E10281,Hugo,Larsen,Finance,6719.49,2023-01-15,False
E10282,Nadia,Silva,Operations,12146.17,2019-02-28,True
E10283,Elena,Dubois,People,8735.82,2018-05-17,True
E10284,Jonas,Kowalski,Support,10092.78,2020-01-06,True
E10285,Aarav,Nair,Engineering,14034.58,2022-09-24,True
E10286,Viktor,Ibrahim,Support,11164.94,2018-10-04,True
E10287,Hugo,Okafor,Marketing,3728.72,2019-12-16,True
E10288,Elena,Schmidt,Legal,13497.34,2022-02-18,True
E10289,Viktor,Ibrahim,Legal,4258.26,2021-03-27,True
E10290,Priya,Moreau,Finance,7225.98,2024-12-02,True
E10291,Jonas,Petrov,Legal,12966.03,2023-07-19,True
E10292,Uma,Okafor,Operations,8787.91,2023-07-22,False
E10293,Aarav,Larsen,Engineering,8960.14,2021-07-03,True
E10294,Aarav,Silva,Sales,7547.94,2021-09-13,True
E10295,Amara,Okafor,Finance,13255.73,2025-11-20,True
E10296,Uma,Okafor,Engineering,5364.96,2022-11-17,True
E10297,Lena,Schmidt,Marketing,6609.11,2021-01-06,True
E10298,Chen,Ibrahim,Sales,7794.91,2026-05-17,True
E10299,Viktor,Mensah,Marketing,5272.83,2022-07-03,True
E10300,Zofia,Silva,Legal,4731.29,2022-08-23,True
E10301,Zofia,Dubois,People,12655.46,2026-05-01,True
E10302,Tomasz,Sato,Legal,14590.04,2021-04-13,True
E10303,Jonas,Petrov,Operations,8454.76,2023-03-10,False
E10304,Amara,Nair,Sales,9220.98,2021-05-20,False
E10305,Amara,Moreau,Legal,12854.45,2025-11-12,True
E10306,Jonas,Rossi,Legal,6473.91,2019-09-12,True
E10307,Zofia,Tanaka,Engineering,11628.38,2021-10-24,False
E10308,Fatima,Nakamura,Engineering,2205.47,2025-05-25,True
E10309,Omar,Rossi,Legal,13054.81,2019-08-09,False
E10310,Rafael,Ibrahim,Marketing,11426.87,2019-07-10,True
E10311,Zofia,Costa,Operations,2236.76,2026-09-24,True
E10312,Rafael,Mensah,Sales,9038.1,2025-07-26,True
E10313,Jonas,Kowalski,Operations,6305.21,2024-10-27,True
E10314,Ines,Nakamura,Finance,2478.13,2021-06-09,True
E10315,Uma,Mensah,Legal,8788.86,2025-05-17,True
E10316,Rafael,Larsen,Finance,9780.26,2024-07-12,True
E10317,Chen,Moreau,Support,3419.74,2018-11-12,True
E10318,Ines,Nakamura,People,7303.05,2026-03-25,True
E10319,Tomasz,Kowalski,Sales,6803.66,2023-12-12,False
E10320,Hugo,Schmidt,Marketing,11001.25,2022-09-27,False
E10321,Hugo,Moreau,Marketing,12621.37,2026-07-07,True
E10322,Hugo,Okafor,Engineering,6681.35,2021-07-21,True
E10323,Priya,Nair,Finance,6085.48,2018-12-23,True
E10324,Elena,Nair,Finance,4673.02,2022-07-16,True
E10325,Uma,Moreau,Sales,9520.42,2022-11-14,True
E10326,Tomasz,Moreau,Engineering,2522.51,2020-03-03,True
E10327,Rafael,Nakamura,Finance,10490.79,2026-08-22,True
E10328,Jonas,Larsen,Marketing,4323.59,2023-03-09,True
E10329,Ines,Ibrahim,Legal,2400.81,2019-06-08,False
E10330,Amara,Silva,Support,5009.8,2018-08-06,False
E10331,Aarav,Ibrahim,Marketing,7517.77,2020-06-09,False
E10332,Jonas,Costa,Support,7455.14,2025-02-13,False
E10333,Jonas,Kowalski,Sales,4330.13,2025-01-13,True
E10334,Uma,Larsen,Engineering,6448.24,2022-07-28,True
E10335,Chen,Schmidt,Legal,12745.34,2024-11-12,True
E10336,Rafael,Mensah,Operations,5192.95,2024-04-02,True
E10337,Fatima,Silva,Sales,3338.46,2018-06-09,True
E10338,Rafael,Ibrahim,Support,4192.82,2020-09-12,True
E10339,Viktor,Novak,Marketing,14350.55,2024-07-17,True
E10340,Fatima,Tanaka,People,9688.44,2025-11-12,True
E10341,Tomasz,Novak,Sales,13342.77,2024-10-04,True
E10342,Kofi,Costa,Finance,10586.0,2019-09-19,True
E10343,Chen,Haddad,Support,6268.91,2018-07-22,False
E10344,Nadia,Moreau,Marketing,4623.94,2019-09-23,True
E10345,Fatima,Costa,Marketing,6716.18,2021-05-28,False
E10346,Hugo,Nair,Operations,10869.58,2020-05-22,True
E10347,Rafael,Silva,Legal,6667.62,2024-01-21,True
E10348,Kofi,Silva,Finance,7341.82,2022-02-20,True
E10349,Fatima,Costa,Finance,9236.58,2021-05-21,True
E10350,Jonas,Dubois,Marketing,14026.64,2020-10-22,True
E10351,Elena,Mensah,Finance,13377.69,2023-01-19,True
E10352,Elena,Okafor,Operations,4846.09,2018-04-12,True
E10353,Omar,Silva,Marketing,8915.57,2019-07-12,False
E10354,Mateo,Moreau,People,8676.09,2024-08-22,True
E10355,Tomasz,Rossi,People,11925.46,2024-11-02,False
E10356,Hugo,Sato,Sales,14587.59,2026-05-21,True
E10357,Amara,Haddad,Operations,6604.95,2022-04-03,True
E10358,Fatima,Dubois,People,5201.91,2022-03-08,True
E10359,Nadia,Mensah,Sales,13500.51,2025-03-05,True
E10360,Elena,Sato,Legal,11907.43,2021-06-06,True
E10361,Rafael,Costa,Support,3618.76,2020-10-10,True
E10362,Amara,Okafor,Marketing,6049.08,2025-04-04,True
E10363,Hugo,Petrov,People,8162.9,2025-02-12,True
E10364,Amara,Nair,People,14879.0,2026-02-25,True
E10365,Viktor,Tanaka,Engineering,10426.73,2023-12-14,True
E10366,Aarav,Larsen,Engineering,10419.02,2026-06-21,True
E10367,Jonas,Kowalski,Sales,11739.76,2022-11-01,True
E10368,Nadia,Haddad,Sales,3460.93,2020-05-24,True
E10369,Hugo,Larsen,Operations,5103.8,2023-07-05,True
E10370,Jonas,Okafor,Finance,3525.84,2023-05-26,True
E10371,Ines,Dubois,Legal,8558.97,2024-01-06,False
E10372,Jonas,Haddad,Sales,7836.11,2019-03-13,True
E10373,Sara,Novak,Support,11425.45,2018-08-01,True
E10374,Fatima,Mensah,Engineering,10638.65,2026-07-17,True
E10375,Rafael,Nair,Sales,13748.31,2023-02-06,True
E10376,Viktor,Larsen,Support,8165.19,2018-08-18,True
E10377,Uma,Rossi,Legal,14490.12,2025-07-20,True
E10378,Mateo,Mensah,Legal,14374.56,2018-12-16,True
E10379,Mateo,Moreau,Finance,13031.25,2020-05-08,True
E10380,Chen,Rossi,Operations,9269.07,2025-12-14,True
E10381,Rafael,Costa,Marketing,3615.87,2021-10-06,False
E10382,Elena,Silva,Marketing,10485.32,2021-09-07,True
E10383,Sara,Silva,People,5056.69,2022-12-19,True
E10384,Priya,Kowalski,People,3872.88,2026-02-17,True
E10385,Tomasz,Schmidt,People,12801.6,2019-11-13,True
E10386,Sara,Kowalski,Sales,6940.26,2021-10-20,True
E10387,Nadia,Okafor,Finance,11155.78,2021-01-07,True
E10388,Fatima,Nakamura,Engineering,10119.62,2019-12-28,True
E10389,Nadia,Haddad,Operations,11713.92,2019-12-11,True
E10390,Elena,Silva,Operations,8734.11,2018-05-17,False
E10391,Zofia,Larsen,Engineering,6714.15,2025-01-11,True
E10392,Jonas,Tanaka,Operations,4628.09,2019-01-15,True
E10393,Aarav,Dubois,Engineering,3096.27,2025-02-09,True
E10394,Omar,Rossi,Marketing,9058.1,2026-05-23,True
E10395,Aarav,Nair,Operations,14909.24,2022-08-16,True
E10396,Chen,Haddad,Legal,12965.16,2018-01-06,True
E10397,Jonas,Moreau,Engineering,6780.76,2025-07-17,True
E10398,Zofia,Okafor,Support,4327.61,2020-10-12,True
E10399,Rafael,Costa,Operations,6183.24,2023-10-11,True
E10400,Aarav,Silva,People,13392.66,2023-04-20,True
E10401,Fatima,Tanaka,Legal,5656.93,2020-12-17,False
E10402,Viktor,Moreau,Sales,14879.7,2023-10-02,False
E10403,Priya,Schmidt,Operations,12310.11,2019-04-26,True
E10404,Chen,Mensah,Operations,11638.2,2020-11-17,False
E10405,Uma,Costa,Operations,2925.56,2021-06-11,True
E10406,Nadia,Silva,Support,14936.8,2025-09-05,True
E10407,Rafael,Costa,People,7231.63,2018-11-25,True
E10408,Chen,Rossi,Marketing,11385.72,2020-10-09,True
E10409,Chen,Novak,Engineering,9654.56,2026-06-10,True
E10410,Priya,Kowalski,People,6246.07,2025-06-06,True
E10411,Aarav,Haddad,Marketing,5189.45,2022-09-01,True
E10412,Ines,Mensah,Engineering,4673.8,2024-08-24,True
E10413,Amara,Kowalski,Engineering,12535.5,2020-10-19,True
E10414,Ines,Tanaka,Finance,10359.82,2020-01-01,True
E10415,Aarav,Dubois,Legal,9973.56,2023-12-26,True
E10416,Amara,Kowalski,Operations,12105.58,2018-07-20,True
E10417,Aarav,Petrov,Operations,2868.71,2025-01-20,True
E10418,Chen,Nair,Sales,4850.48,2023-03-17,True
E10419,Nadia,Nakamura,Operations,9061.02,2019-06-19,False
E10420,Zofia,Petrov,Support,11658.1,2020-11-09,True
E10421,Lena,Sato,People,9325.82,2025-01-12,True
E10422,Kofi,Nair,People,3430.31,2022-03-26,True
E10423,Jonas,Costa,Engineering,14171.07,2023-03-20,True
E10424,Tomasz,Novak,Sales,5474.42,2018-09-20,True
E10425,Hugo,Moreau,Finance,6651.13,2020-03-23,True
E10426,Nadia,Costa,People,4871.15,2025-04-26,False
E10427,Aarav,Kowalski,Legal,10800.14,2019-11-12,True
E10428,Omar,Silva,Finance,5382.25,2024-07-09,True
E10429,Nadia,Novak,Operations,11890.12,2021-04-21,True
E10430,Viktor,Haddad,People,13223.19,2025-04-28,True
E10431,Lena,Kowalski,Operations,2200.45,2020-05-28,False
E10432,Zofia,Ibrahim,Support,9581.45,2020-06-26,True
E10433,Rafael,Haddad,Legal,13234.7,2023-01-10,True
E10434,Aarav,Rossi,Marketing,4084.8,2019-03-24,True
E10435,Omar,Kowalski,Legal,6506.3,2020-08-22,True
E10436,Viktor,Silva,Support,12312.79,2023-01-23,True
E10437,Zofia,Silva,Legal,11110.78,2020-09-24,True
E10438,Elena,Schmidt,People,14602.64,2023-02-17,True
E10439,Uma,Rossi,Engineering,8949.02,2020-04-27,True
E10440,Ines,Silva,Engineering,5652.24,2019-06-06,True
E10441,Amara,Novak,Finance,7386.21,2022-02-18,False
E10442,Mateo,Okafor,People,9129.13,2022-01-18,True
